KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),267.09 (-1.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),37.55 (+13.9 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3315.3 (+0.3 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),671.9 (-7.1 %)
