KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),818.27 (-25.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),72.05 (+6.6 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),5059.1 (-16.1 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),1001.1 (-52.5 %)
