KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1411.12 (-13.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),67.18 (+4.1 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8380.7 (+2.3 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),354.4 (+10.3 %)
