KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,121.32 (-49.1 %),171.85 (-27.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),50.53 (+21.2 %)
Energy bought (kWh),4018.0,2085.5 (-48.1 %),2928.8 (-27.1 %)
Energy sold (kWh),3862.8,1719.2 (-55.5 %),2565.4 (-33.6 %)
