KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,350.21 (-4.7 %),364.85 (-0.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.64 (+4.0 %)
Energy bought (kWh),4534.2,4311.0 (-4.9 %),4550.6 (+0.4 %)
Energy sold (kWh),274.7,22.9 (-91.7 %),286.7 (+4.4 %)
