KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,425.31 (-38.2 %),515.03 (-25.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),89.72 (+13.0 %)
Energy bought (kWh),3410.8,2651.8 (-22.3 %),3386.7 (-0.7 %)
Energy sold (kWh),906.3,18.2 (-98.0 %),751.3 (-17.1 %)
