KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),833.67 (-23.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),87.45 (+8.0 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),5099.7 (-15.4 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),994.9 (-52.8 %)
