KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,294.63,238.09 (-19.2 %),279.16 (-5.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),41.08 (+13.9 %)
Energy bought (kWh),3680.3,2827.8 (-23.2 %),3510.4 (-4.6 %)
Energy sold (kWh),1039.9,93.7 (-91.0 %),809.7 (-22.1 %)
