KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,302.81,277.06 (-8.5 %),309.12 (+2.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.06 (+10.6 %)
Energy bought (kWh),3740.4,3585.7 (-4.1 %),4127.8 (+10.4 %)
Energy sold (kWh),285.4,17.9 (-93.7 %),569.8 (+99.7 %)
