KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,294.63,238.09 (-19.2 %),266.28 (-9.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.19 (+9.6 %)
Energy bought (kWh),3680.3,2827.8 (-23.2 %),3283.7 (-10.8 %)
Energy sold (kWh),1039.9,93.7 (-91.0 %),551.2 (-47.0 %)
