KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,461.66,414.73 (-10.2 %),457.36 (-0.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),42.63 (+9.2 %)
Energy bought (kWh),5669.5,5277.3 (-6.9 %),5999.3 (+5.8 %)
Energy sold (kWh),591.3,19.7 (-96.7 %),745.6 (+26.1 %)
