KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),830.05 (-22.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),79.04 (+7.4 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5330.6 (+3.4 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),614.2 (+1.8 %)
