KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,242.88,202.85 (-16.5 %),230.90 (-4.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.05 (+11.6 %)
Energy bought (kWh),3185.0,2567.7 (-19.4 %),3033.7 (-4.7 %)
Energy sold (kWh),821.9,136.0 (-83.5 %),622.2 (-24.3 %)
