KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,206.23,174.77 (-15.3 %),190.74 (-7.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.96 (+7.7 %)
Energy bought (kWh),2636.2,2182.7 (-17.2 %),2429.9 (-7.8 %)
Energy sold (kWh),530.0,25.6 (-95.2 %),265.5 (-49.9 %)
