KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),492.75,272.43 (-44.7 %),391.31 (-20.6 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),118.88 (+24.1 %)
Energy bought (kWh),2267.1,2353.8 (+3.8 %),2236.8 (-1.3 %)
Energy sold (kWh),137.3,30.4 (-77.9 %),35.2 (-74.4 %)
