KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,977.35,950.68 (-2.7 %),971.92 (-0.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.24 (+2.2 %)
Energy bought (kWh),12190.6,11858.9 (-2.7 %),12200.3 (+0.1 %)
Energy sold (kWh),382.5,13.3 (-96.5 %),371.5 (-2.9 %)
