KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),243.96 (-5.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.15 (+14.0 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),3083.0 (-5.7 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),745.0 (-27.2 %)
