KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,245.44,217.45 (-11.4 %),238.31 (-2.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.86 (+8.5 %)
Energy bought (kWh),3099.7,2714.0 (-12.4 %),3045.4 (-1.8 %)
Energy sold (kWh),455.3,26.0 (-94.3 %),367.6 (-19.3 %)
