KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,355.41,341.57 (-3.9 %),353.66 (-0.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),12.09 (+3.4 %)
Energy bought (kWh),4365.1,4208.6 (-3.6 %),4398.3 (+0.8 %)
Energy sold (kWh),187.6,11.2 (-94.0 %),203.7 (+8.6 %)
