KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),354.69,169.48 (-52.2 %),187.61 (-47.1 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),18.13 (+5.1 %)
Energy bought (kWh),1635.3,1363.5 (-16.6 %),1577.4 (-3.5 %)
Energy sold (kWh),511.4,94.8 (-81.5 %),321.1 (-37.2 %)
