KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1068.75,834.56 (-21.9 %),919.58 (-14.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),85.02 (+8.0 %)
Energy bought (kWh),5853.9,5300.1 (-9.5 %),5692.3 (-2.8 %)
Energy sold (kWh),712.2,39.4 (-94.5 %),431.6 (-39.4 %)
