controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,396.39215088399874,396.39215088399874,0.0,367.46594076279837,28.9262101212,187.64574419951342,584.0378950835121,4.0,0.0,0.0,0.0,0.0,4534.245999999988,274.6709999999999,7.886,0.0,0,0.0,0.6143679618835449,1,True
self_consumption,Self-consumption,True,382.15495778639695,382.49793214384033,0.34297435744340304,352.7591831453974,29.395774640999996,186.6251581434727,569.1230902873131,0.0,274.6709999999999,251.69057750000007,0.0,0.0,4282.555422499985,1.6653345369377348e-16,7.886,25.169057750000007,0,5.551115123125783e-17,1.2617690563201904,2,True
fixed_schedule,Fixed schedule,True,383.1950552651996,383.1827803934595,-0.012274871740079789,359.0956186074992,24.0994366577,175.33230142381225,558.5150818172717,4.143157894736843,1075.1394598337947,970.1773624999987,874.1783656509705,0.0,4438.247003150965,73.70990581717462,7.886,97.01773624999987,0,0.0,2.5223629474639893,4,True
delayed_pv_charge,Delayed PV charge,True,382.15495778639695,382.49793214384033,0.34297435744340304,352.7591831453974,29.395774640999996,186.6251581434727,569.1230902873131,0.0,274.6709999999999,251.69057750000007,0.0,0.0,4282.555422499985,1.6653345369377348e-16,7.886,25.169057750000007,0,5.551115123125783e-17,1.2566792964935303,2,True
price_threshold,Price threshold,True,383.26450041399767,383.60747477144105,0.34297435744340304,353.25037237719823,30.014128036799995,185.6584643849874,569.2659391564284,0.0,603.7081099556777,548.6465692349997,348.13210995567874,0.0,4333.731540720671,19.095000000000006,7.886,54.864656923499965,0,5.551115123125783e-17,1.2703096866607666,2,True
price_rank_daily,Day-ahead price rank,True,382.9864180069974,383.32939236444076,0.34297435744340304,353.62080089489825,29.365617112099997,186.54789327308615,569.8772856375269,0.0,515.7538249999996,469.2678270624996,244.43082499999997,0.0,4309.408997937484,3.3480000000000016,7.886,46.92678270624996,0,5.551115123125783e-17,1.2826013565063477,2,True
peak_shaving,Peak shaving,True,380.64592094539887,380.38869017731633,-0.2572307680825401,360.30535931099905,20.340561634399997,145.76291351733474,526.151603694651,6.999999999999858,369.6558315936733,330.7643880132911,219.27783166459224,0.0,4422.759443651298,124.29300007091797,6.386,33.07643880132911,0,0.0,1.9980850219726562,3,True
self_consumption_peak_shaving,Self-consumption + peak shaving,True,372.518142031597,372.5610138262774,0.04287179468043761,353.62294483379696,18.895197197599998,156.62346525101927,529.1844790772967,3.4999999999998574,396.90251838858956,358.67952284570293,123.49488680964292,0.0,4299.061363963911,1.263368421052629,6.386,35.86795228457029,0,5.551115123125783e-17,4.059018611907959,6,False
tariff_arbitrage,Tariff arbitrage,True,376.4676224617995,376.7433444401363,0.27572197833680295,350.3859124789997,26.0817099829,168.56886787440052,545.3122123145369,0.7843429416462773,2060.810107710017,1862.9359964137209,1871.862940688192,0.0,4543.172944274457,85.72383297817458,7.886,186.29359964137208,0,5.551115123125783e-17,4.363312005996704,5,True
price_oracle,Price threshold (foresight),False,382.2086568277979,382.55163118524126,0.34297435744340304,352.5113479536983,29.6973088741,185.04368942478823,567.5953206100295,0.0,549.7389121717448,499.93936823499985,285.22126120221606,0.0,4319.527892967199,10.153349030470913,7.886,49.993936823499986,0,5.551115123125783e-17,1.273733139038086,2,True
