KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,109.43 (-31.0 %),142.55 (-10.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.12 (+20.9 %)
Energy bought (kWh),2171.0,1420.7 (-34.6 %),1951.7 (-10.1 %)
Energy sold (kWh),1009.2,178.8 (-82.3 %),727.7 (-27.9 %)
