KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,282.20,250.91 (-11.1 %),292.34 (+3.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),41.43 (+14.7 %)
Energy bought (kWh),3448.2,3178.7 (-7.8 %),3897.0 (+13.0 %)
Energy sold (kWh),403.7,21.3 (-94.7 %),735.0 (+82.1 %)
