KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,283.53,257.34 (-9.2 %),275.43 (-2.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.09 (+6.4 %)
Energy bought (kWh),3448.2,3098.7 (-10.1 %),3388.3 (-1.7 %)
Energy sold (kWh),403.7,15.5 (-96.2 %),318.1 (-21.2 %)
