KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,541.95,203.46 (-62.5 %),399.82 (-26.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),196.36 (+36.2 %)
Energy bought (kWh),4018.0,2345.4 (-41.6 %),3583.4 (-10.8 %)
Energy sold (kWh),3862.8,1940.9 (-49.8 %),3185.9 (-17.5 %)
