Dataset,Household,Tariff,Strategy,Horizon,Execution,SOC_Mode,Cost_EUR,Savings_EUR,No_Battery_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID,Peak_Reset,Agreed_Power
Fluvius_PV,1,Dinamični,day_block,day,block,fixed50,-185.2167571522068,665.4603695488073,480.24361239660055,-436.59616704839937,1.0698483739999998,14.999999995881591,8543.86423915789,7710.837474893272,6206.671554143709,89.22674062400003,6906.055546193703,6350.915041304803,11.9669472,257.02791582977574,366,3.213157921677645e-07,22.70980215072632,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,1,Dinamični,day_receding,day,receding,fixed50,-264.3430016570589,744.5866140536594,480.24361239660055,-516.0343949719019,1.3818317933000002,15.00000000000054,8034.324518613348,7250.977877662482,5685.441248454485,89.22273978000004,6492.417751942597,5986.961371211488,11.8469472,241.69926258874935,35135,2.999999892949745e-08,2018.3722171783447,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,1,Dinamični,week_block,week,block,fixed50,-263.4448413739658,743.6884537705664,480.24361239660055,-515.1297113684021,1.3753084723000002,15.000000000147391,8089.086279082122,7300.400377184254,5734.1984923339905,89.45100554100004,6507.578940723901,5996.555033284813,11.8469472,243.34667923947512,53,7.80368423394795e-07,19.92902112007141,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,1,Dinamični,month_block,month,block,fixed50,-268.7338751739706,748.9774875705712,480.24361239660055,-524.9349666450048,5.891529949400001,14.9999997620737,8086.252085939466,7297.842531300255,5741.367313082023,95.34500554100003,6521.867416339971,6005.225856159511,11.9069472,243.26141771000852,12,1.0383763279220304e-06,29.868080139160156,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,1,Dinamični,full_period,period,block,fixed50,-272.0794175191708,752.3230299157714,480.24361239660055,-528.1961575285042,5.807178487600001,14.99999931417898,8075.46092104848,7288.103503000259,5733.070047548041,95.52959187400003,6514.832074788995,5999.058064866511,11.9069472,242.93678343334196,1,8.118421064295944e-07,115.9697151184082,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
