Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR
1445.9108410303102,1201.7796051930807,0.11281555859999998,15.000000351842104,4133.417084075391,3730.408910138593,3646.6070840753828,29.86899999999999,8291.910836318217,104.33166238100003,15.4509472,124.34696367128643,366,4.4365526008505185e-07,22.99256205558777,Fluvius_PV_HP_EV,4,Redni 2T,GENI_REDNI,day_block,day,block,fixed50,1561.8401046019649,115.9292635716547
