Dataset,Household,Strategy,Horizon,Execution,SOC_Mode,Cost_EUR,Savings_EUR,No_Battery_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s
Fluvius_HP_EV,2,day_block,day,block,fixed50,2352.8945620782524,756.8369248845547,3109.731486962807,1861.9568846904974,1.7884101386999998,14.99999959842105,12715.651432681341,11475.875460300356,12715.651432681341,0.0,22040.6672041613,4388.295959779994,19.870158,382.5291820100119,366,9.668421085962109e-07,22.116073846817017
Fluvius_HP_EV,2,day_receding,day,receding,fixed50,2271.22551090514,838.5059760576673,3109.731486962807,1780.6710447019009,1.4051989542,15.000000000001055,12205.293190192779,11015.277102427623,12205.293190192779,0.0,21595.64422092936,3993.03286116399,25.2131676,367.1759034142541,35135,4.684210708205683e-08,1946.9820358753204
Fluvius_HP_EV,2,week_block,week,block,fixed50,2268.2811601607455,841.4503268020617,3109.731486962807,1777.015908776605,2.1159841348999997,14.99999959842105,12313.51957114185,11112.951536023707,12313.51957114185,0.0,21746.068811941102,4132.905504822991,25.2131676,370.43171786745694,53,1.5518910386480567e-06,21.192546844482422
Fluvius_HP_EV,2,month_block,month,block,fixed50,2258.778900029963,850.952586932844,3109.731486962807,1767.231774152398,2.3978586284999994,14.99999917489474,12051.143108931332,10876.156786169533,12051.143108931332,0.0,21607.309879422806,4019.728284660993,25.154947200000002,362.53855953898443,12,1.3119921030563253e-06,42.11009192466736
Fluvius_HP_EV,2,full_period,period,block,fixed50,2250.180841411862,859.5506455509453,3109.731486962807,1756.0565476269996,4.975026535599999,14.999999283342106,11868.267347261382,10711.111423300112,11868.267347261382,0.0,21600.011717061076,4030.2605210999927,25.538947200000003,357.03704744333703,1,1.2768420983716444e-06,60.53829503059387
