Dataset,Household,Tariff,Strategy,Horizon,Execution,SOC_Mode,Cost_EUR,Savings_EUR,No_Battery_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID
Fluvius,4,Redni 1T,day_block,day,block,fixed50,556.1015812113985,2.15440765279925,558.2559888641978,418.6634300697948,0.0,15.00000000000078,3.5043398053000003,3.162666674282519,3.5043398053000003,0.0,2765.2046731309697,0.0,3.1253333332,0.10542222247608396,366,0.0,22.50057816505432,GENI_SAMO_REDNI
Fluvius,4,Redni 1T,day_receding,day,receding,fixed50,556.0911748250986,2.1648140390991557,558.2559888641978,418.6530236834946,0.0,14.999999999997968,3.5043398452999996,3.162666710385172,3.5043398452999996,0.0,2765.20467313487,0.0,3.1253333332,0.10542222367950574,35135,0.0,1951.8407349586487,GENI_SAMO_REDNI
Fluvius,4,Redni 1T,week_block,week,block,fixed50,556.0934256183984,2.1625632457993333,558.2559888641978,418.6552744767948,0.0,14.999999999995776,3.5043397968000005,3.1626666666160044,3.5043397968000005,0.0,2765.2046731301357,0.0,3.1253333332,0.10542222222053348,53,0.0,21.759614944458008,GENI_SAMO_REDNI
Fluvius,4,Redni 1T,month_block,month,block,fixed50,556.0934256185985,2.1625632455992445,558.2559888641978,418.65527447699475,0.0,15.000000000115788,3.5043398439999995,3.1626667091000003,3.5043398439999995,0.0,2765.2046731348523,0.0,3.1253333332,0.10542222363666667,12,0.0,23.853618144989014,GENI_SAMO_REDNI
Fluvius,4,Redni 1T,full_period,period,block,fixed50,556.0883024653983,2.1676863987994466,558.2559888641978,418.6501513237948,0.0,14.999999939505788,3.5043397801999996,3.1626667091000003,3.5043397801999996,0.0,2765.20467307105,0.0,3.1253333332,0.10542222363666667,1,0.0,69.04875898361206,GENI_SAMO_REDNI
