Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR,Peak_Reset,Agreed_Power
1355.9185240969027,819.5027222228983,0.0003087,15.000000000004265,1672.7099390524331,1509.620719993057,0.9011495820000022,0.0,5961.691429588906,1510.762210529571,14.931980000000001,50.32069066643523,366,1.469565802381112e-09,23.268054962158203,Fluvius_PV_HP_EV,3,Redni 1T,GENI_SAMO_REDNI,day_block,day,block,fixed50,1502.347129089587,146.4286049926843,1m,prev1m_cyclic_unbounded
