Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR
1461.6492465141612,1161.8227848333065,0.2100660641,14.999999999999998,4993.001291631747,4506.183664818155,2614.8741004957656,163.14880886517992,8040.703035954592,575.7076002758201,20.6469472,150.20612216060516,366,3.7544737452321897e-07,22.795464992523193,Fluvius_PV_HP_EV,5,Redni 2T,GENI_REDNI,day_block,day,block,fixed50,1747.6208821810403,285.97163566687914
