Dataset,Household,Strategy,Horizon,Execution,SOC_Mode,Cost_EUR,Savings_EUR,No_Battery_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s
Fluvius_PV_EV,2,day_block,day,block,fixed50,10.060916101337378,525.893996222159,535.9549123234964,-179.84346349100048,0.9841776355999999,14.999999991834205,7178.353885706284,6478.46439276919,6729.628955896447,26.22556326,7721.861036660865,5208.6699804633245,15.474947199999999,215.94881309230635,366,7.775000042120617e-07,22.53661298751831
Fluvius_PV_EV,2,day_receding,day,receding,fixed50,-62.38110097047165,598.336013293968,535.9549123234964,-252.30052827959946,0.9992253523000001,15.00000000000372,6729.141684605801,6073.050370298415,6251.65204790598,15.586596419999998,7299.684640644495,4840.930729916758,11.9909476,202.4350123432805,35135,2.2162573998230073e-08,1997.8493587970734
Fluvius_PV_EV,2,week_block,week,block,fixed50,-75.3875020398702,611.3424143633666,535.9549123234964,-265.81328935329975,1.5055853568999997,14.999999704881564,7134.076557544248,6438.504167536274,6681.317046018332,26.341563250100002,7679.994849608415,5171.004896349826,11.9909472,214.61680558454245,53,2.0417105012493497e-06,20.217697143554688
Fluvius_PV_EV,2,month_block,month,block,fixed50,-103.46903705587036,639.4239493793667,535.9549123234964,-294.9191716795003,2.5299326669000006,14.999999573421048,7296.820641537514,6585.380675706465,6871.988059820971,30.33052631700001,7821.360451988363,5292.513959839727,11.9909472,219.5126891902155,12,1.3098420879875672e-06,32.99319291114807
Fluvius_PV_EV,2,full_period,period,block,fixed50,-120.99092214666892,656.9458344701653,535.9549123234964,-320.3361154610002,10.4249913574,14.999999478421044,7691.3669585131365,6941.458753133521,7287.516074862285,31.597634347000007,8198.4607527448,5629.878913017366,13.366947200000002,231.38195843778402,1,1.315184177286266e-06,72.66032981872559
