Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR
1098.783414238439,665.7023382144015,0.029538768000000003,15.00000001104474,6495.500332085686,5862.189045051222,4579.919306657996,0.0,8552.738034106851,3631.586747072307,12.816,195.4063015017074,366,4.992105218093457e-07,22.849409103393555,Fluvius_PV_HP_EV,3,Aktivni,GENI_SAMO_AKTIVNI,day_block,day,block,fixed50,1690.217181962609,591.4337677241699
