Dataset,Household,Tariff,Strategy,Horizon,Execution,SOC_Mode,Cost_EUR,Savings_EUR,No_Battery_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID
Fluvius_HP,2,Redni 2T,day_block,day,block,fixed50,1640.9120109988635,67.34304395043227,1708.2550549492958,1415.1939051855595,0.05750684429999999,14.99999999999999,4011.708780610694,3620.5671745496693,4011.708780610694,0.0,9620.697606061076,0.0,12.9789472,120.68557248498898,366,4.574999969975124e-07,22.57073712348938,GENI_REDNI
Fluvius_HP,2,Redni 2T,day_receding,day,receding,fixed50,1633.4603582985578,74.79469665073793,1708.2550549492958,1407.7462746743645,0.0534846552,14.99999999999999,4302.75477294572,3883.2361822852326,4302.754772947604,0.0,9649.074591115559,4.5500000004673746e-07,13.1029476,129.4412060761744,35135,3.9500001491887815e-08,1992.855252981186,GENI_REDNI
Fluvius_HP,2,Redni 2T,week_block,week,block,fixed50,1634.2599802230009,73.99507472629489,1708.2550549492958,1408.35402689267,0.2453543613,14.999999999999982,4358.568337548988,3933.6079211849997,4358.568337548988,0.0,9654.51641636418,0.0,6.176493600000001,131.1202640395,53,2.2929736900323405e-06,23.368491172790527,GENI_REDNI
Fluvius_HP,2,Redni 2T,month_block,month,block,fixed50,1631.6227056225746,76.63234932672117,1708.2550549492958,1405.701763252659,0.2603434009,14.999999989999996,4365.669003435198,3940.016281083992,4365.669003435198,0.0,9655.208722351474,0.0,6.225885600000001,131.33387603613306,12,2.7816315686379767e-06,22.57372522354126,GENI_REDNI
Fluvius_HP,2,Redni 2T,full_period,period,block,fixed50,1631.1030342690547,77.1520206802411,1708.2550549492958,1405.1820918990072,0.2603434009,14.999999989894722,4387.88250733731,3960.0639337884913,4387.88250733731,0.0,9657.374573548661,0.0,6.225885600000001,132.00213112628305,1,4.939239460099998e-06,44.047662019729614,GENI_REDNI
