Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR
1008.0482702900165,764.3791568670051,0.0703006014,14.999999999268347,4855.635944894642,4382.211439919392,1599.9539365806481,912.5146141855993,5270.03937665739,1181.262257496399,9.1695648,146.07371466397976,366,2.524210387377934e-07,22.053927898406982,Fluvius_PV_HP_EV,2,Redni 2T,GENI_REDNI,day_block,day,block,fixed50,1315.7992695472378,307.75099925722134
