Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR,Peak_Reset,Agreed_Power
815.445895309612,454.70784493570176,0.693011712,15.000000002563139,10423.790718482998,9407.471122122244,8605.880634678651,52.634432131000025,13257.821860049937,5373.838831558795,20.8869472,313.58237073740816,366,2.5499999496692016e-07,23.08679986000061,Fluvius_PV_HP_EV,5,Dinamični,GENI_SAMO_DINAMICNI,day_block,day,block,fixed50,1569.5482549701928,754.1023596605809,1m,prev1m_cyclic_unbounded
