Cost_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Dataset,Household,Tariff,Paket_ID,Strategy,Horizon,Execution,SOC_Mode,No_Battery_EUR,Savings_EUR
1327.4578222923617,894.3697711837841,0.0365138529,15.000000243886838,4519.109379994422,4078.4962142843942,1708.4230226624188,369.8156426552496,6128.174812494617,1029.9060041293997,13.154018,135.9498738094798,366,3.201315834644447e-07,22.320033073425293,Fluvius_PV_HP_EV,3,Redni 2T,GENI_REDNI,day_block,day,block,fixed50,1602.2129061023256,274.75508380996393
