KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1434.62 (-12.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),90.68 (+5.5 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8617.2 (+5.2 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),562.0 (+74.9 %)
