KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,593.49,332.88 (-43.9 %),477.16 (-19.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),144.28 (+24.3 %)
Energy bought (kWh),3410.8,2792.0 (-18.1 %),3815.8 (+11.9 %)
Energy sold (kWh),906.3,26.6 (-97.1 %),1049.8 (+15.8 %)
