KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),783.66 (-13.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),102.98 (+11.3 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4853.7 (+7.0 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),476.5 (+73.5 %)
