KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),637.11 (-19.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),90.72 (+11.5 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),3888.6 (+4.0 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),329.3 (+15.4 %)
