KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,737.07 (-28.3 %),770.72 (-25.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.65 (+3.3 %)
Energy bought (kWh),4949.2,4329.1 (-12.5 %),4494.3 (-9.2 %)
Energy sold (kWh),790.7,24.3 (-96.9 %),208.7 (-73.6 %)
