KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),248.32 (-3.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),40.51 (+15.7 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),3171.1 (-3.0 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),867.5 (-15.2 %)
