KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,569.56,353.67 (-37.9 %),501.01 (-12.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),147.33 (+25.9 %)
Energy bought (kWh),3099.7,2881.2 (-7.0 %),3807.6 (+22.8 %)
Energy sold (kWh),455.3,30.8 (-93.2 %),957.2 (+110.2 %)
