KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),151.80 (-4.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),54.99 (+34.8 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),2376.6 (-3.8 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),1247.5 (-14.2 %)
