KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),658.71 (-1.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.18 (+2.3 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8166.2 (-0.3 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),275.4 (-14.3 %)
