KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),509.22 (-13.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),75.38 (+12.9 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),3434.8 (+10.8 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),686.6 (+50.8 %)
