KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,311.68,203.31 (-34.8 %),248.00 (-20.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),44.69 (+14.3 %)
Energy bought (kWh),4470.2,2753.4 (-38.4 %),3444.3 (-22.9 %)
Energy sold (kWh),2399.5,494.7 (-79.4 %),1162.3 (-51.6 %)
