KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,801.96,423.32 (-47.2 %),562.71 (-29.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),139.40 (+17.4 %)
Energy bought (kWh),4470.2,2740.1 (-38.7 %),3674.7 (-17.8 %)
Energy sold (kWh),2399.5,463.9 (-80.7 %),1426.6 (-40.5 %)
