KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),555.36 (-17.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),112.50 (+16.7 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3353.3 (+1.5 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),649.7 (-10.2 %)
