KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1429.82 (-12.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),85.88 (+5.2 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8730.5 (+6.6 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),672.8 (+109.4 %)
