KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),476.15 (-22.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),82.78 (+13.6 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),3017.8 (-7.7 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),626.5 (-38.7 %)
