KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,350.34 (-11.7 %),382.09 (-3.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.75 (+8.0 %)
Energy bought (kWh),4949.2,4272.5 (-13.7 %),4778.7 (-3.4 %)
Energy sold (kWh),790.7,38.4 (-95.1 %),542.8 (-31.4 %)
