KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,680.03,473.26 (-30.4 %),481.26 (-29.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),8.00 (+1.2 %)
Energy bought (kWh),3740.4,3728.9 (-0.3 %),3770.0 (+0.8 %)
Energy sold (kWh),285.4,17.2 (-94.0 %),71.0 (-75.1 %)
