KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),779.81 (-28.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.60 (+3.1 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),4871.5 (-19.2 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),757.4 (-64.1 %)
