KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,732.43,521.07 (-28.9 %),591.20 (-19.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),70.13 (+9.6 %)
Energy bought (kWh),3448.2,3166.4 (-8.2 %),3506.6 (+1.7 %)
Energy sold (kWh),403.7,16.2 (-96.0 %),355.8 (-11.9 %)
