KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,816.77,627.63 (-23.2 %),693.85 (-15.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),66.21 (+8.1 %)
Energy bought (kWh),4365.1,4294.7 (-1.6 %),4743.0 (+8.7 %)
Energy sold (kWh),187.6,11.7 (-93.8 %),453.2 (+141.5 %)
