KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),147.71 (-17.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.96 (+8.4 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),1887.5 (-19.0 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),261.1 (-66.6 %)
