Date,Step,SMP_MWh,Generation,Consumption,Charge_kW,Discharge_kW,SOC_kWh,SOC_%,Spill_kW,Import_Rate_kWh,Export_Rate_kWh,Step_Cost,Cum_Cost,Step_RL_Reward,Cum_RL_Reward,Energy_Component_EUR,Power_Component_EUR,Netting_Credit_EUR
2024-01-01 00:00:00+00:00,0,1e-05,0.0,0.167,0.0,0.0,15.0,50.0,0.0,0.0396622,-0.01198,0.0149724634,0.0149724634,-0.004139742125,-0.004139742125,0.0066235874,0.0,0.0
2024-01-01 00:15:00+00:00,1,1e-05,0.0,0.181,0.0,0.0,15.0,50.0,0.0,0.0396622,-0.01198,0.0155277342,0.0305001976,-0.004486786375,-0.008626528500000001,0.0071788582,0.0,0.0
2024-01-01 00:30:00+00:00,2,1e-05,0.0,0.168,0.0,0.0,15.0,50.0,0.0,0.0396622,-0.01198,0.015012125599999999,0.045512323199999996,-0.004164531,-0.0127910595,0.0066632496,0.0,0.0
2024-01-01 00:45:00+00:00,3,1e-05,0.0,0.149,0.0,0.0,15.0,50.0,0.0,0.0396622,-0.01198,0.014258543799999999,0.05977086699999999,-0.003693542375,-0.016484601875,0.0059096678,0.0,0.0
2024-01-01 01:00:00+00:00,4,2.9999999999999997e-05,0.0,0.164,0.0,0.0,15.0,50.0,0.0,0.0396866,-0.01196,0.014857478399999999,0.07462834539999999,-0.0040678764999999995,-0.020552478375000002,0.0065086024,0.0,0.0
2024-01-01 01:15:00+00:00,5,2.9999999999999997e-05,0.0,0.122,0.0,0.0,15.0,50.0,0.0,0.0396866,-0.01196,0.013190641199999999,0.08781898659999998,-0.00302610325,-0.023578581625,0.0048417652,0.0,0.0
2024-01-01 01:30:00+00:00,6,2.9999999999999997e-05,0.0,0.122,0.0,0.0,15.0,50.0,0.0,0.0396866,-0.01196,0.013190641199999999,0.10100962779999997,-0.00302610325,-0.026604684875,0.0048417652,0.0,0.0
2024-01-01 01:45:00+00:00,7,2.9999999999999997e-05,0.0,0.133,0.0,0.0,15.0,50.0,0.0,0.0396866,-0.01196,0.0136271938,0.11463682159999997,-0.003298948625,-0.0299036335,0.0052783178,0.0,0.0
2024-01-01 02:00:00+00:00,8,0.0,0.0,0.115,0.0,0.0,15.0,50.0,0.0,0.03965,-0.01199,0.012908626,0.12754544759999997,-0.00284984375,-0.032753477249999996,0.00455975,0.0,0.0
2024-01-01 02:15:00+00:00,9,0.0,0.0,0.135,0.0,0.0,15.0,50.0,0.0,0.03965,-0.01199,0.013701626,0.14124707359999997,-0.00334546875,-0.03609894599999999,0.00535275,0.0,0.0
2024-01-01 02:30:00+00:00,10,0.0,0.0,0.117,0.23933878,0.0,15.0,50.0,0.0,0.03965,-0.01199,0.0224777086,0.16372478219999997,-0.008830520375,-0.04492946637499999,0.0141288326,0.0,0.0
2024-01-01 02:45:00+00:00,11,0.0,0.0,0.095,1.2169039,0.0,15.227372,50.75790666666668,0.0,0.03965,-0.01199,0.07171266550000001,0.23543744769999997,-0.0396023684375,-0.08453183481249998,0.0520169896,0.0113467998,0.0
2024-01-01 03:00:00+00:00,12,0.0,0.0,0.082,1.2299039,0.0,16.383431,54.61143666666667,0.0,0.03965,-0.01199,0.0603658656,0.2958033133,-0.0325106185,-0.11704245331249999,0.0520169896,0.0,0.0
2024-01-01 03:15:00+00:00,13,0.0,0.0,0.067,1.2449039,0.0,17.551839,58.50613,0.0,0.03965,-0.01199,0.0603658656,0.3561691789,-0.0325106185,-0.1495530718125,0.0520169896,0.0,0.0
2024-01-01 03:30:00+00:00,14,0.0,0.0,0.078,1.2339039,0.0,18.734498,62.44832666666667,0.0,0.03965,-0.01199,0.0603658656,0.4165350445,-0.0325106185,-0.1820636903125,0.0520169896,0.0,0.0
2024-01-01 03:45:00+00:00,15,0.0,0.0,0.07,1.2419039,0.0,19.906707,66.35569,0.0,0.03965,-0.01199,0.0603658656,0.4769009101,-0.0325106185,-0.2145743088125,0.0520169896,0.0,0.0
2024-01-01 04:00:00+00:00,16,0.0,0.0,0.089,1.2229039,0.0,21.086515,70.28838333333333,0.0,0.03965,-0.01199,0.0603658656,0.5372667757,-0.0325106185,-0.2470849273125,0.0520169896,0.0,0.0
