KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),323.35 (-11.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),120.79 (+33.2 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),2372.8 (-4.0 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),1234.0 (-15.1 %)
