KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,104.92 (-33.8 %),147.02 (-7.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),42.10 (+26.5 %)
Energy bought (kWh),2171.0,1463.8 (-32.6 %),2152.1 (-0.9 %)
Energy sold (kWh),1009.2,160.9 (-84.1 %),868.4 (-14.0 %)
