KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),162.70 (-23.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),42.59 (+20.1 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2325.7 (-24.5 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1122.1 (-44.8 %)
