KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,718.06,495.03 (-31.1 %),512.57 (-28.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.54 (+2.4 %)
Energy bought (kWh),3466.3,3155.0 (-9.0 %),3252.9 (-6.2 %)
Energy sold (kWh),467.3,42.5 (-90.9 %),151.3 (-67.6 %)
